StartUtc,EndUtc,CreatedUtc,NightCount,NightCost_Sum,OccupiedSpace_Sum,GuestCount_Sum,LeadTime,StayLength,CancellationReason,SettlementType,ReservationState,Origin,CommanderOrigin,TravelAgency,IsOnlineCheckin,NationalityCode,Gender,Classification,AgeGroup,HasEmail,EnterpriseTimeZone,BusinessSegment,Tier,RateId
2020-02-13 14:00:00.0000000,2020-02-17 11:00:00.0000000,2019-08-12 17:30:07.3788585,4,264.848004000000,0,8,185,4,0,1,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-07 14:00:00.0000000,2020-02-09 11:00:00.0000000,2019-08-13 09:02:03.0739319,2,147.622754000000,4,4,178,2,NULL,0,1,2,4,NULL,0,NULL,0,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-10 19:19:28.6681808,2,560.756022000000,0,4,113,2,10,0,4,1,NULL,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-15 14:00:00.0000000,2020-02-22 11:00:00.0000000,2019-08-16 08:15:47.7175637,7,1033.632075000000,14,14,183,7,NULL,1,1,2,1,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.8153772,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-26 14:00:00.0000000,2020-02-27 11:00:00.0000000,2019-08-05 13:21:50.7746724,1,184.255644000000,0,1,205,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-20 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-09-04 11:53:46.2824494,3,606.079479000000,6,6,169,3,NULL,0,1,1,NULL,Booking.com,0,GB,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-16 14:00:00.0000000,2020-02-19 11:00:00.0000000,2019-10-09 08:00:33.2491964,3,80.085735000000,6,3,130,3,NULL,1,1,2,4,NULL,0,SK,1,32,100,0,2,Direct Business,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-02 14:00:00.0000000,2020-02-05 11:00:00.0000000,2019-08-20 02:46:49.5292910,3,114.341382000000,0,6,166,3,0,0,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-24 14:00:00.0000000,2020-02-27 11:00:00.0000000,2019-08-12 20:33:07.3527223,3,600.000000000000,0,3,196,3,10,0,4,1,NULL,NULL,0,CZ,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-24 14:00:00.0000000,2020-02-25 11:00:00.0000000,2019-08-05 13:21:50.5871735,1,190.568972000000,0,1,203,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-13 14:00:00.0000000,2020-02-17 11:00:00.0000000,2019-10-18 08:47:50.1518474,4,164.536236000000,8,8,118,4,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-01 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-08-13 09:32:07.6398274,1,193.000000000000,0,1,172,1,10,0,4,1,NULL,NULL,0,CZ,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-07 14:00:00.0000000,2020-02-10 11:00:00.0000000,2019-09-26 11:38:11.4760829,3,127.240837000000,6,6,134,3,NULL,1,1,2,1,NULL,0,NULL,1,32,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-11 14:00:00.0000000,2020-02-13 11:00:00.0000000,2019-10-19 11:55:18.9641489,2,325.019474000000,4,4,115,2,NULL,0,1,1,NULL,Booking.com,0,ID,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-15 14:00:00.0000000,2020-02-17 11:00:00.0000000,2019-09-12 13:04:49.4152260,2,142.244734000000,4,4,156,2,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-23 14:00:00.0000000,2020-02-24 11:00:00.0000000,2019-08-13 13:15:55.2813608,2,591.192504000000,0,2,194,1,10,0,4,1,NULL,NULL,0,CZ,0,0,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.7997490,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-27 14:00:00.0000000,2020-02-29 11:00:00.0000000,2019-08-26 09:47:53.5239488,2,0.000000000000,4,2,185,2,NULL,0,1,2,4,NULL,1,GB,1,32,35,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-09 14:00:00.0000000,2020-02-13 11:00:00.0000000,2019-08-02 08:25:29.8066740,4,642.010890000000,0,4,191,4,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.7997490,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-01 11:00:00.0000000,2019-08-12 15:41:40.8388098,5,1121.512042000000,15,10,172,1,NULL,1,1,1,NULL,NULL,0,CZ,0,32,0,1,2,Direct Business,1,EDD27B23-7F55-4C77-8FF1-6D755E56434C
2020-02-03 14:00:00.0000000,2020-02-07 11:00:00.0000000,2019-09-27 11:28:06.7477281,4,254.559616000000,8,8,129,4,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-03 11:00:00.0000000,2019-09-03 17:54:29.7815345,3,127.240837000000,6,6,150,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-03 11:00:00.0000000,2019-09-26 11:23:19.5562845,3,127.240837000000,6,6,127,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-03 11:00:00.0000000,2019-09-03 17:54:29.7815345,3,187.879961000000,6,3,150,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-19 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-09-03 18:07:02.1567522,4,266.640676000000,0,8,169,4,0,1,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-23 14:00:00.0000000,2020-02-24 11:00:00.0000000,2019-08-05 13:20:06.0423897,1,392.205754000000,0,1,202,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.7997490,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-02 14:00:00.0000000,2020-02-04 11:00:00.0000000,2019-08-19 23:39:31.0645524,2,134.840214000000,4,4,166,2,NULL,0,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-13 14:00:00.0000000,2020-02-16 11:00:00.0000000,2019-10-08 10:21:07.9320719,3,126.422442000000,6,6,128,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-15 14:00:00.0000000,2020-02-17 11:00:00.0000000,2019-09-26 11:31:32.8592342,2,142.244734000000,4,4,142,2,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-15 14:00:00.0000000,2020-02-22 11:00:00.0000000,2019-08-09 22:23:18.1706771,7,997.077130000000,0,7,189,7,10,1,4,1,NULL,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-11 14:00:00.0000000,2020-02-15 11:00:00.0000000,2019-08-01 08:05:52.5024444,4,256.157435000000,8,8,194,4,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-02 14:00:00.0000000,2020-02-05 11:00:00.0000000,2019-08-09 14:54:25.4085014,3,189.633666000000,0,6,177,3,0,1,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-16 14:00:00.0000000,2020-02-17 11:00:00.0000000,2019-08-05 13:18:55.5521536,1,240.763826000000,0,3,195,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-07 14:00:00.0000000,2020-02-10 11:00:00.0000000,2019-10-01 08:41:36.3295508,3,127.240837000000,6,6,129,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-09 14:00:00.0000000,2020-02-10 11:00:00.0000000,2019-08-05 13:14:07.2228301,1,228.721738000000,0,3,188,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-03 11:00:00.0000000,2019-09-03 17:54:29.7815345,3,127.240837000000,6,6,150,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.7997490,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-10 19:19:28.6681808,2,559.000000000000,6,4,113,2,NULL,0,1,1,NULL,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-29 14:00:00.0000000,2020-02-01 11:00:00.0000000,2019-08-02 08:08:59.3403277,3,1038.191703000000,0,6,180,3,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-19 14:00:00.0000000,2020-02-20 11:00:00.0000000,2019-08-12 16:11:19.3973741,2,499.978165000000,0,2,191,1,10,0,4,1,NULL,NULL,0,CZ,0,32,0,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-18 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-10-11 14:00:05.5523915,5,250.779415000000,10,5,130,5,NULL,0,1,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-15 14:00:00.0000000,2020-02-18 11:00:00.0000000,2019-10-07 08:41:35.5465580,3,120.381912000000,6,6,131,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-15 14:00:00.0000000,2020-02-22 11:00:00.0000000,2019-08-16 08:20:04.7110238,7,856.586096000000,14,14,183,7,NULL,1,1,2,1,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-02 14:00:00.0000000,2020-02-03 11:00:00.0000000,2019-08-05 13:11:46.7614072,1,190.568972000000,0,1,181,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-09 14:00:00.0000000,2020-02-10 11:00:00.0000000,2019-08-13 10:37:49.6421988,2,386.608723000000,0,2,180,1,10,0,4,1,NULL,NULL,0,CZ,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-30 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-09-02 08:04:12.4734067,3,201.000000000000,6,6,150,3,NULL,0,1,2,4,NULL,0,NULL,0,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.8153772,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-03 14:00:00.0000000,2020-02-06 11:00:00.0000000,2019-09-09 23:43:29.9837980,3,323.031945000000,6,6,146,3,NULL,1,1,1,NULL,Expedia GB,0,NULL,1,0,0,1,2,OTA Netto,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.7997490,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-01 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-08-05 13:23:25.1359599,1,194.583002000000,0,2,180,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-17 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-10-11 14:00:05.5523915,6,300.935298000000,12,6,129,6,NULL,0,1,2,4,NULL,0,NULL,0,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-15 14:00:00.0000000,2020-02-22 11:00:00.0000000,2019-08-09 22:21:12.0098816,7,983.164427000000,0,14,189,7,10,1,4,1,NULL,Booking.com,0,KR,1,0,0,1,2,OTAs,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-17 14:00:00.0000000,2020-02-19 11:00:00.0000000,2019-08-01 09:38:30.6651692,2,406.000000000000,0,4,200,2,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-02 14:00:00.0000000,2020-02-09 11:00:00.0000000,2019-08-01 09:36:40.2132509,7,955.884615000000,0,7,185,7,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-04 11:00:00.0000000,2019-09-10 14:33:50.7237697,4,165.627430000000,8,8,143,4,NULL,1,1,2,1,NULL,0,NL,1,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-27 14:00:00.0000000,2020-02-28 11:00:00.0000000,2019-08-13 12:26:28.3832160,1,189.000000000000,0,1,198,1,10,0,4,1,NULL,NULL,0,CZ,0,0,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-21 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-08-01 19:51:41.1470180,2,369.134828000000,4,4,204,2,NULL,1,1,1,NULL,Mr & Mrs Smith,0,GB,1,0,0,1,2,OTA Netto,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-12 14:00:00.0000000,2020-02-13 11:00:00.0000000,2019-08-12 16:11:20.8649370,1,211.000000000000,0,1,184,1,10,0,4,1,NULL,NULL,0,CZ,0,32,0,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-17 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-10-11 14:00:05.5523915,6,300.935298000000,12,6,129,6,NULL,0,1,2,4,NULL,0,NULL,0,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-17 14:00:00.0000000,2020-02-23 11:00:00.0000000,2019-10-11 14:00:05.5523915,6,300.935298000000,12,6,129,6,NULL,0,1,2,4,NULL,0,NULL,0,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-14 14:00:00.0000000,2020-02-16 11:00:00.0000000,2019-08-30 18:25:29.4331007,2,469.446594000000,6,4,168,2,NULL,0,1,1,NULL,Booking.com,0,GB,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-13 14:00:00.0000000,2020-02-16 11:00:00.0000000,2019-10-10 09:31:20.1521339,3,1124.240025000000,6,6,126,3,NULL,0,1,1,NULL,Mr & Mrs Smith,0,NL,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-15 14:00:00.0000000,2020-02-22 11:00:00.0000000,2019-08-09 22:32:08.8034939,7,1033.632075000000,0,14,189,7,10,1,4,1,NULL,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-22 14:00:00.0000000,2020-02-25 11:00:00.0000000,2019-09-10 14:31:00.2941637,3,121.200308000000,6,6,165,3,NULL,1,1,2,1,NULL,0,NULL,0,32,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-09 14:00:00.0000000,2020-02-12 11:00:00.0000000,2019-08-31 20:51:20.9936922,3,340.062341000000,6,6,162,3,NULL,1,1,1,NULL,Booking.com,1,GB,1,0,35,1,2,OTAs,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.8153772,2,381.215888000000,4,2,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-12 14:00:00.0000000,2020-02-16 11:00:00.0000000,2019-09-01 02:51:46.8311102,4,716.289920000000,8,8,164,4,NULL,0,1,1,NULL,Expedia GB,0,NULL,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-30 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-08-21 10:34:03.8773507,3,126.422442000000,0,6,162,3,0,1,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.8153772,2,361.106768000000,4,4,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-02-09 14:00:00.0000000,2020-02-14 11:00:00.0000000,2019-08-01 09:36:41.2913779,5,734.840192000000,0,5,192,5,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-31 14:00:00.0000000,2020-02-03 11:00:00.0000000,2019-09-12 13:02:49.7601888,3,127.240837000000,6,6,141,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-10-15 14:30:12.8153772,2,381.215888000000,4,2,108,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-31 14:00:00.0000000,2020-02-02 11:00:00.0000000,2019-08-02 08:19:18.7938100,2,397.272006000000,0,2,182,2,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-02-25 14:00:00.0000000,2020-02-26 11:00:00.0000000,2019-08-02 08:27:50.1325855,1,184.255644000000,0,1,207,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-29 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-10-08 13:49:07.7373619,2,320.966474000000,4,2,113,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2019-12-28 14:00:00.0000000,2020-01-01 11:00:00.0000000,2019-10-18 14:55:17.4809790,4,1358.339781000000,8,8,71,4,NULL,0,1,1,NULL,Expedia GB,0,NULL,1,0,0,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-24 14:00:00.0000000,2020-01-27 11:00:00.0000000,2019-10-14 14:29:31.1800234,3,126.422442000000,6,6,102,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-30 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-08-05 13:07:49.6613188,1,320.498820000000,0,1,178,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-12-30 14:00:00.0000000,2020-01-03 11:00:00.0000000,2019-10-19 04:13:44.5255309,4,1869.797285000000,8,8,72,4,NULL,0,1,1,NULL,Booking.com,0,PL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-12-30 14:00:00.0000000,2020-01-01 11:00:00.0000000,2019-09-25 19:59:57.2155357,2,624.473867000000,0,4,96,2,10,0,4,1,NULL,Expedia GB,0,NULL,1,0,0,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-02 14:00:00.0000000,2020-01-04 11:00:00.0000000,2019-10-16 07:49:30.2967117,2,141.231484000000,4,4,78,2,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-02 14:00:00.0000000,2020-01-05 11:00:00.0000000,2019-08-15 08:51:27.4653944,3,752.338245000000,0,3,140,3,0,1,4,2,4,Kuoni Destination Management,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2019-12-30 14:00:00.0000000,2020-01-03 11:00:00.0000000,2019-09-16 17:25:22.8056888,4,1484.879139000000,12,8,105,4,NULL,1,1,1,NULL,Mr & Mrs Smith,0,GB,1,0,0,1,2,OTA Netto,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-02 14:00:00.0000000,2020-01-05 11:00:00.0000000,2019-08-15 08:51:27.4653944,3,752.338245000000,0,3,140,3,0,1,4,2,4,Kuoni Destination Management,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-25 14:00:00.0000000,2020-01-28 11:00:00.0000000,2019-09-10 14:49:02.4301816,3,121.200308000000,6,6,137,3,NULL,1,1,2,1,NULL,0,GB,2,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2019-12-29 14:00:00.0000000,2020-01-02 11:00:00.0000000,2019-08-19 00:45:13.1111259,4,540.000000000000,8,8,132,4,NULL,0,1,1,NULL,TRAVEL AND TRANSPORT INC,0,NULL,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-29 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-10-08 13:49:07.7373619,2,320.966474000000,4,2,113,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-29 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-10-08 13:49:07.7373619,2,320.966474000000,4,2,113,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-05 14:00:00.0000000,2020-01-08 11:00:00.0000000,2019-09-07 01:55:28.9172405,3,362.743556000000,6,6,120,3,NULL,1,1,1,NULL,Expedia GB,0,US,1,0,35,1,2,OTA Netto,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-16 14:00:00.0000000,2020-01-19 11:00:00.0000000,2019-10-07 07:46:39.3960477,3,126.422442000000,0,6,101,3,0,1,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-07 14:00:00.0000000,2020-01-09 11:00:00.0000000,2019-08-19 10:01:44.7059095,2,126.812154000000,4,2,141,2,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-29 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-10-08 13:49:07.7529869,2,320.966474000000,6,2,113,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2019-12-29 14:00:00.0000000,2020-01-01 11:00:00.0000000,2019-09-25 20:46:07.3715754,3,919.524519000000,0,6,95,3,10,0,4,1,NULL,Expedia GB,0,NULL,1,0,0,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-02 14:00:00.0000000,2020-01-05 11:00:00.0000000,2019-08-15 08:51:27.4653944,3,752.338245000000,0,3,140,3,0,1,4,2,4,Kuoni Destination Management,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-29 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-10-08 13:49:07.7373619,2,320.966474000000,4,2,113,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-26 14:00:00.0000000,2020-01-27 11:00:00.0000000,2019-08-05 13:06:47.2905526,1,250.779415000000,0,1,174,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2020-01-05 14:00:00.0000000,2020-01-09 11:00:00.0000000,2019-08-05 12:30:23.1243492,4,152.455176000000,0,8,153,4,0,1,4,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-29 14:00:00.0000000,2020-01-31 11:00:00.0000000,2019-10-08 13:49:07.7373619,2,320.966474000000,4,2,113,2,NULL,1,5,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-27 14:00:00.0000000,2020-01-29 11:00:00.0000000,2019-10-17 10:12:23.6653062,2,134.840214000000,4,4,102,2,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,FIT,1,F9842BC5-4135-4008-9554-43D1C12DDEDD
2020-01-13 14:00:00.0000000,2020-01-14 11:00:00.0000000,2019-08-13 09:52:09.7719135,2,510.950886000000,0,2,153,1,10,0,4,1,NULL,NULL,0,CZ,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
