,StartUtc,EndUtc,CreatedUtc,NightCount,NightCost_Sum,OccupiedSpace_Sum,GuestCount_Sum,LeadTime,StayLength,CancellationReason,SettlementType_x,ReservationState,Origin,CommanderOrigin,TravelAgency,IsOnlineCheckin,NationalityCode,Gender,Classification,AgeGroup,HasEmail,EnterpriseTimeZone,BusinessSegment,Tier,RateId,RateName,ShortRateName,SettlementAction,SettlementTrigger,SettlementValue,SettlementType_y
773,2019-10-07 13:00:00.0000000,2019-10-09 10:00:00.0000000,2019-09-03 14:15:52.4900447,2,453.624302,0,4,34,2,10.0,0,4,1,,Booking.com,0,ID,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
774,2019-10-22 13:00:00.0000000,2019-10-25 10:00:00.0000000,2019-09-20 12:19:52.6431418,3,834.84019,9,6,32,3,,0,1,1,,Mr & Mrs Smith,0,GB,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
775,2019-10-08 13:00:00.0000000,2019-10-09 10:00:00.0000000,2019-09-20 09:14:36.9083462,1,141.42634,0,1,18,1,0.0,0,4,2,4.0,,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
776,2019-10-02 12:41:35.4066293,2019-10-05 10:00:00.0000000,2019-08-09 11:15:10.6449059,3,1159.664807,6,6,54,3,,0,3,1,,Mr & Mrs Smith,0,GB,2,0,55,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
777,2019-10-29 14:00:00.0000000,2019-10-31 11:00:00.0000000,2019-10-06 19:41:37.1514200,2,478.955556,6,6,23,2,,0,1,1,,Booking.com,0,DE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
778,2019-10-11 13:00:00.0000000,2019-10-14 05:41:06.0639445,2019-08-20 01:59:18.3625713,3,729.462173,6,6,52,3,,0,3,1,,Booking.com,0,US,2,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
779,2019-10-11 13:00:00.0000000,2019-10-13 10:00:00.0000000,2019-08-15 10:25:59.3131238,2,448.402167,4,4,57,2,,0,3,1,,Expedia GB,1,SE,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
780,2019-10-14 11:00:50.6463938,2019-10-16 10:00:00.0000000,2019-09-21 08:31:56.5420115,2,419.60248,4,4,23,2,,0,3,1,,Booking.com,0,FR,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
781,2019-10-20 13:00:00.0000000,2019-10-23 10:00:00.0000000,2019-08-25 23:39:12.0971693,4,1113.250158,8,8,55,3,,0,2,1,,Expedia GB,0,US,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
782,2019-10-18 13:00:00.0000000,2019-10-19 10:00:00.0000000,2019-10-14 16:35:18.6279944,1,248.28526,0,2,4,1,10.0,0,4,1,,Booking.com,0,DE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
783,2019-10-11 22:46:05.0611449,2019-10-13 06:23:05.3362763,2019-10-11 15:40:41.3695805,1,230.709267,2,1,1,1,,0,3,2,0.0,,0,CN,1,0,25,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
784,2019-10-26 13:00:00.0000000,2019-10-28 11:00:00.0000000,2019-10-19 21:47:16.9414332,2,536.282132,4,4,7,2,,0,1,1,,Booking.com,0,UA,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
785,2019-10-06 13:00:00.0000000,2019-10-10 10:00:00.0000000,2019-09-03 22:24:03.8073418,4,446.453608,0,4,32,4,0.0,0,4,2,4.0,,0,,0,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
786,2019-10-15 09:03:00.8145023,2019-10-17 10:00:00.0000000,2019-10-04 13:08:05.7412425,2,652.06545,4,4,11,2,,0,3,1,,Booking.com,0,SE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
787,2019-10-02 13:00:00.0000000,2019-10-04 10:00:00.0000000,2019-09-03 09:34:59.6557616,2,530.0,0,2,29,2,0.0,0,4,2,4.0,,0,,0,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
788,2019-10-22 13:00:00.0000000,2019-10-24 10:00:00.0000000,2019-10-09 08:03:18.7178056,2,400.0,6,2,13,2,,0,1,1,,AE GLOBAL BUSINESS TRAVEL,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
789,2019-10-14 13:00:00.0000000,2019-10-15 06:21:16.0392017,2019-10-14 08:36:48.9657009,1,229.734988,2,1,0,1,,0,3,1,,CARLSON WAGONLIT TRAVEL,0,GB,1,0,25,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
790,2019-10-17 13:00:00.0000000,2019-10-18 10:27:24.3511516,2019-09-16 12:28:57.2035673,2,363.678866,4,2,31,1,,0,3,2,4.0,,0,PL,1,0,35,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
791,2019-10-15 13:00:00.0000000,2019-10-17 10:00:00.0000000,2019-10-08 13:00:10.5646506,2,441.387358,4,2,7,2,,0,3,2,4.0,,0,PL,2,0,35,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
792,2019-10-21 13:00:00.0000000,2019-10-24 10:00:00.0000000,2019-09-19 09:49:28.1908145,3,809.508935,0,6,32,3,10.0,0,4,1,,Booking.com,0,TH,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
793,2019-10-04 13:00:00.0000000,2019-10-05 09:26:35.7633112,2019-09-25 15:57:13.4747448,1,319.992195,2,1,9,1,,0,3,1,,Booking.com,0,US,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
794,2019-09-30 13:00:00.0000000,2019-10-02 10:00:00.0000000,2019-09-19 01:41:27.7406469,2,479.890864,0,4,11,2,10.0,0,4,1,,Expedia GB,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
795,2019-10-18 13:00:00.0000000,2019-10-20 08:39:52.2745240,2019-09-26 16:38:17.8819017,2,600.935287,4,2,22,2,,0,3,1,,CORPORATE TRAVEL MANAGEMENT,0,US,1,32,65,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
796,2019-10-12 13:00:00.0000000,2019-10-16 10:00:00.0000000,2019-08-21 05:57:13.0201064,4,789.438788,0,4,52,4,10.0,0,4,1,,CARLSON WAGONLIT TRAVEL,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
797,2019-09-29 13:00:00.0000000,2019-10-02 10:00:00.0000000,2019-08-06 08:57:04.6741100,3,762.27589,0,6,54,3,10.0,0,4,1,,Booking.com,0,CN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
798,2019-10-08 13:00:00.0000000,2019-10-10 10:00:00.0000000,2019-10-08 11:07:18.6151498,2,497.0,0,4,0,2,5.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
799,2019-10-09 12:54:23.4009701,2019-10-11 08:02:22.4162143,2019-09-25 13:47:42.7633864,2,518.550255,4,2,14,2,,0,3,1,,AMERICAN EXPRESS GLOBAL,0,ES,2,0,25,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
800,2019-09-30 13:00:00.0000000,2019-10-01 10:00:00.0000000,2019-08-23 04:51:14.4115513,1,181.060009,0,2,38,1,10.0,0,4,1,,Expedia GB,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
801,2019-10-14 09:52:24.9325064,2019-10-17 10:00:00.0000000,2019-09-02 08:35:05.9842177,3,321.239273,6,6,42,3,,0,3,2,4.0,,0,IT,2,0,35,1,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
802,2019-10-14 12:55:48.0221521,2019-10-16 08:27:47.3057827,2019-09-17 15:46:00.3886218,2,389.789543,6,6,27,2,,0,3,1,,Expedia GB,0,IQ,2,0,25,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
803,2019-10-05 13:00:00.0000000,2019-10-06 10:00:00.0000000,2019-10-05 11:07:58.6925894,1,229.618075,3,2,0,1,,0,3,1,,Booking.com,0,KR,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
804,2019-10-09 13:00:00.0000000,2019-10-10 07:21:39.4123800,2019-09-26 16:37:48.3350314,1,308.105991,2,1,13,1,,0,3,1,,CORPORATE TRAVEL MANAGEMENT,0,US,1,32,65,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
805,2019-10-02 13:00:00.0000000,2019-10-04 10:00:00.0000000,2019-09-03 09:34:59.6557616,2,530.0,0,2,29,2,0.0,0,4,2,4.0,,0,,0,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
806,2019-10-14 13:00:00.0000000,2019-10-16 10:00:00.0000000,2019-08-28 15:06:14.1476700,2,414.302402,0,2,47,2,10.0,0,4,1,,BCD Travel,0,,0,0,0,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
807,2019-10-22 13:00:00.0000000,2019-10-23 10:00:00.0000000,2019-10-15 14:51:30.1942715,1,264.964917,2,2,7,1,,0,1,1,,Expedia GB,0,,1,0,0,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
808,2019-10-07 13:00:00.0000000,2019-10-10 09:37:11.8435897,2019-08-13 12:17:17.5083774,3,272.291496,6,6,55,3,,0,3,2,4.0,,0,IN,2,0,55,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
809,2019-10-14 13:00:00.0000000,2019-10-18 04:29:51.3484361,2019-10-08 14:28:52.8123079,4,481.527652,8,4,6,4,,0,3,2,4.0,,0,GB,1,0,55,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
810,2019-10-08 13:00:00.0000000,2019-10-10 08:57:13.7473590,2019-09-24 06:23:30.1978252,2,378.332021,4,2,14,2,,0,3,1,,Expedia GB,0,GB,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
811,2019-10-09 13:00:00.0000000,2019-10-10 05:53:30.9504609,2019-10-02 13:23:30.5721494,1,241.738105,2,1,7,1,,0,3,1,,Booking.com,0,GB,1,0,45,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
812,2019-10-17 09:53:57.2801189,2019-10-20 07:24:02.6418227,2019-09-20 07:37:30.6847174,3,855.923587,6,6,27,3,,0,3,1,,Mr & Mrs Smith,0,GB,2,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
813,2019-10-03 13:00:00.0000000,2019-10-06 10:00:00.0000000,2019-08-26 10:57:41.8598746,3,932.852658,9,9,38,3,,0,3,2,3.0,,0,DE,2,32,55,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
814,2019-10-15 13:00:00.0000000,2019-10-22 10:00:00.0000000,2019-09-26 15:01:30.4848160,7,1252.065429,0,7,19,7,10.0,0,4,1,,Expedia GB,0,,1,0,0,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
815,2019-10-01 13:00:00.0000000,2019-10-02 07:23:06.8937494,2019-09-28 11:19:43.7802489,1,210.015581,3,1,3,1,,0,3,1,,Expedia GB,0,IS,1,32,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
816,2019-09-29 12:51:19.5047457,2019-10-02 06:14:23.0180888,2019-09-27 11:49:23.3241231,3,703.234581,6,6,2,3,,0,3,1,,Agoda,0,DE,2,0,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
817,2019-10-01 13:00:00.0000000,2019-10-02 10:00:00.0000000,2019-09-30 11:04:22.3434327,1,80.826186,0,1,1,1,0.0,0,4,2,4.0,,0,CZ,1,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
818,2019-10-02 11:19:41.6857103,2019-10-05 10:00:00.0000000,2019-08-09 11:15:05.8320553,3,792.400596,6,6,54,3,,0,3,1,,Mr & Mrs Smith,0,GB,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
819,2019-10-02 13:00:00.0000000,2019-10-04 10:00:00.0000000,2019-09-03 09:34:59.6557616,2,530.0,0,2,29,2,0.0,0,4,2,4.0,,0,,0,0,0,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
820,2019-09-30 13:00:00.0000000,2019-10-01 07:51:22.0380365,2019-09-23 13:51:39.2873120,1,234.918152,2,2,7,1,,0,3,1,,Booking.com,0,NL,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
821,2019-10-22 13:00:00.0000000,2019-10-25 10:00:00.0000000,2019-09-20 12:19:59.5182293,3,736.78875,6,6,32,3,,0,1,1,,Mr & Mrs Smith,0,GB,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
822,2019-10-02 13:00:00.0000000,2019-10-04 09:00:00.0000000,2019-09-09 16:48:22.5265067,2,535.385796,6,4,23,2,,0,3,1,,The Appointment Group ,0,GB,1,0,55,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
823,2019-10-05 13:00:00.0000000,2019-10-08 10:00:00.0000000,2019-08-21 12:37:52.6474807,3,392.0,0,6,45,3,0.0,0,4,2,4.0,,0,,1,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
824,2019-10-08 13:00:00.0000000,2019-10-11 06:20:25.7547201,2019-08-23 12:33:11.8678745,3,978.370972,6,6,46,3,,0,3,1,,TZELL TRAVEL GROUP,0,US,2,0,25,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
825,2019-10-10 13:00:00.0000000,2019-10-12 03:17:15.8728744,2019-10-08 18:11:19.8654368,2,724.201067,4,2,2,2,,0,3,1,,Tablet Hotels,0,GB,1,0,35,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
826,2019-10-14 13:00:00.0000000,2019-10-17 09:31:48.7402076,2019-10-08 14:28:52.8123079,3,361.145739,6,3,6,3,,0,3,2,4.0,,0,GB,2,0,35,0,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
827,2019-10-07 13:00:00.0000000,2019-10-10 10:00:00.0000000,2019-08-13 12:17:17.5083774,3,272.291496,0,6,55,3,0.0,0,4,2,4.0,,0,,0,0,0,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
828,2019-10-05 12:55:51.6561289,2019-10-06 07:08:25.9674807,2019-09-29 18:21:54.1017977,1,306.001548,2,1,6,1,,0,3,1,,Booking.com,0,SK,2,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
829,2019-10-22 13:00:00.0000000,2019-10-26 10:00:00.0000000,2019-10-12 17:29:23.6428453,4,1343.959423,12,8,10,4,,0,1,1,,Expedia GB,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
830,2019-10-09 13:00:00.0000000,2019-10-10 06:58:23.4154471,2019-10-02 13:23:30.5565246,1,241.738105,2,1,7,1,,0,3,1,,Booking.com,0,IE,1,0,45,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
831,2019-10-19 13:00:00.0000000,2019-10-22 10:00:00.0000000,2019-09-17 15:08:29.8937595,3,827.006987,0,6,32,3,10.0,0,4,1,,Expedia GB,0,GB,1,0,65,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
832,2019-10-09 10:14:58.3692422,2019-10-12 04:23:54.9850452,2019-09-19 22:29:21.5175070,3,672.564279,9,6,19,3,,0,3,1,,Expedia GB,1,US,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
833,2019-10-06 13:00:00.0000000,2019-10-10 10:00:00.0000000,2019-09-16 07:31:24.3256319,4,1100.93527,0,8,20,4,10.0,0,4,1,,Booking.com,0,IN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
834,2019-10-18 10:21:56.3421788,2019-10-20 09:45:56.9310150,2019-09-20 05:47:47.8386758,2,673.538558,6,2,28,2,,0,3,1,,AMEXGBT,0,US,1,0,35,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
835,2019-10-10 13:00:00.0000000,2019-10-13 08:29:43.0213468,2019-09-04 20:53:32.4200234,3,812.158974,6,6,36,3,,0,3,1,,Booking.com,1,IL,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
836,2019-09-29 13:00:00.0000000,2019-10-01 10:00:00.0000000,2019-09-16 13:06:17.9627804,2,400.0,0,2,13,2,10.0,0,4,1,,ATLAS AMBASADOR D.O.O.,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
837,2019-10-08 08:45:40.3137282,2019-10-11 10:00:00.0000000,2019-09-12 17:37:31.3354850,3,1680.631275,6,6,26,3,,0,3,1,,Expedia GB,0,MX,1,0,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
838,2019-09-30 13:00:00.0000000,2019-10-02 10:00:00.0000000,2019-08-13 09:05:31.4262985,2,198.986742,0,4,48,2,0.0,0,4,2,4.0,,0,,1,0,0,1,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
839,2019-10-08 13:00:00.0000000,2019-10-09 10:00:00.0000000,2019-09-20 09:14:36.9083462,1,141.42634,2,1,18,1,,0,3,2,4.0,,0,SK,2,0,55,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
840,2019-09-29 11:58:23.4471925,2019-10-01 07:06:24.2741933,2019-09-02 07:52:26.1955565,2,247.155096,4,4,27,2,,0,3,2,4.0,,0,US,1,0,35,0,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
841,2019-10-06 13:00:00.0000000,2019-10-08 09:16:27.6913580,2019-10-01 09:33:42.8853584,2,458.261871,6,4,5,2,,0,3,1,,Booking.com,0,DE,2,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
842,2019-10-19 13:00:00.0000000,2019-10-23 10:00:00.0000000,2019-08-24 20:05:11.1801384,4,1035.035039,0,8,56,4,10.0,0,4,1,,Booking.com,0,BE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
843,2019-10-24 13:00:00.0000000,2019-10-27 11:00:00.0000000,2019-09-18 10:53:34.7196489,3,901.597787,0,6,36,3,10.0,0,4,1,,Expedia GB,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
844,2019-10-03 13:00:00.0000000,2019-10-05 04:21:20.0855158,2019-09-17 12:14:15.7428686,2,549.103644,6,2,16,2,,0,3,1,,Booking.com,0,CN,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
845,2019-10-05 10:51:31.0927202,2019-10-06 09:07:43.0731368,2019-09-26 06:17:25.8391954,1,414.692114,3,3,9,1,,0,3,1,,Booking.com,0,DE,2,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
846,2019-10-17 10:29:29.3450199,2019-10-20 10:00:00.0000000,2019-09-16 12:28:57.2035673,4,666.796549,8,8,31,3,,0,3,2,4.0,,0,,2,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
847,2019-10-04 11:26:56.3752020,2019-10-06 07:21:00.8557876,2019-08-20 14:01:15.1712105,3,763.643007,6,6,45,2,,0,3,1,,Booking.com,0,FR,2,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
848,2019-09-29 13:00:00.0000000,2019-10-01 10:00:00.0000000,2019-09-28 20:31:22.0795825,2,403.273564,4,2,1,2,,0,3,1,,Expedia GB,0,MX,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
849,2019-09-29 13:00:00.0000000,2019-10-01 10:00:00.0000000,2019-09-24 08:55:03.7375453,2,404.052986,6,2,5,2,,0,3,1,,AE GLOBAL BUSINESS TRAVEL,0,GB,1,0,45,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
850,2019-10-07 13:00:00.0000000,2019-10-09 10:00:00.0000000,2019-09-03 14:15:52.5212762,2,460.911909,0,2,34,2,10.0,0,4,1,,Booking.com,0,ID,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
851,2019-10-08 13:00:00.0000000,2019-10-09 10:00:00.0000000,2019-09-20 09:14:36.9083462,1,141.42634,0,1,18,1,0.0,0,4,2,4.0,,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
852,2019-10-08 13:00:00.0000000,2019-10-09 07:10:15.5063911,2019-09-20 09:14:36.9083462,1,141.42634,2,1,18,1,,0,3,2,4.0,,0,SK,2,0,45,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
853,2019-10-19 13:00:00.0000000,2019-10-22 10:00:00.0000000,2019-09-03 18:19:42.4258991,3,442.439579,6,6,46,3,,0,2,1,,Expedia GB,0,US,1,0,65,0,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
854,2019-10-05 10:41:50.2483507,2019-10-06 08:09:44.4135802,2019-10-05 10:23:32.9416798,1,218.70615,2,2,0,1,,0,3,1,,Booking.com,0,IT,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
855,2019-10-27 14:00:00.0000000,2019-10-30 11:00:00.0000000,2019-10-01 01:07:30.2159432,3,694.582985,0,6,26,3,10.0,0,4,1,,Booking.com,0,CN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
856,2019-10-08 13:00:00.0000000,2019-10-09 09:12:10.5626177,2019-09-19 21:23:33.1715029,1,205.105215,3,1,19,1,,0,3,1,,Expedia GB,0,US,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
857,2019-10-14 13:00:00.0000000,2019-10-15 10:00:00.0000000,2019-09-02 14:05:06.3729087,5,132.891655,0,5,42,1,0.0,0,4,2,4.0,,0,SK,1,32,65,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
858,2019-10-15 13:00:00.0000000,2019-10-17 09:41:43.2923196,2019-10-07 15:09:26.6257119,2,300.935298,6,2,8,2,,0,3,2,4.0,,1,GB,1,1056,35,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
859,2019-10-14 13:00:00.0000000,2019-10-16 10:00:00.0000000,2019-08-28 14:33:45.9058580,2,411.691335,0,2,47,2,10.0,0,4,1,,Expedia GB,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
860,2019-10-08 11:48:28.6015983,2019-10-09 09:00:20.0377070,2019-09-20 09:14:36.9083462,1,141.42634,2,1,18,1,,0,3,2,4.0,,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
861,2019-10-16 13:00:00.0000000,2019-10-17 10:00:00.0000000,2019-10-10 11:47:49.3544625,1,263.40607,0,1,6,1,10.0,0,4,1,,Booking.com,0,RU,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
862,2019-10-18 13:00:00.0000000,2019-10-20 10:00:00.0000000,2019-08-13 05:08:31.6581349,2,417.381124,0,4,66,2,10.0,0,4,1,,Expedia GB,0,DE,2,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
